sentence,label,idx
"thầy giảng bài tốt , bài thực hành em làm không sót bài nào .",2,10457
"giáo viên giảng dạy nhiệt tình , tận tâm .",2,10458
nên hướng dẫn các bài tập thực hành trước khi cho sinh viên làm .,0,10459
chưa tận dụng tốt thời gian lên lớp .,0,10460
nên bỏ hoặc là tâm huyết với seminar thì tốt hơn .,0,10461
"môn thực hành này , về kiến thức , học tập , chủ yếu là em trao đổi với bạn học và với giáo viên lý thuyết cô wzjwz152 .",1,10462
"tận tâm , nhiệt tình , vui tính , bài giảng ngắn gọn , dễ hiểu .",2,10463
"tính cách của thầy hoàn toàn chẳng ra một người thầy học cao , từng đi du học gì hết .",0,10464
kiểm tra vở bài tập .,0,10465
"thầy dạy hay , dễ hiểu , kiến thức ngoài lề rất bổ ích .",2,10466
hy vọng thầy cho nhiều bài tập hơn .,0,10467
giảng viên dạy tương đối dễ hiểu .,2,10468
tâm huyết với bài giảng .,2,10469
đảm bảo giờ giấc lên lớp cũng như số lượng bài tập về nhà .,2,10470
tuy năm 3 - 4 nhưng nhiều bạn vẫn chưa biết cách báo cáo đồ án như thế nào là hợp lý và hiệu quả nhất .,0,10471
nâng cấp trang thiết bị phòng học doubledot máy chiếu và quạt .,0,10472
dạy khá tốt .,2,10473
"cô nhiệt tình , tận tâm .",2,10474
"thầy vui vẻ , dễ gần , nhiệt tình , có những đồ án hay .",2,10475
"giảng viên cần quan tâm đến sinh viên nhiều hơn nữa , lớp học đông giảng viên chưa quan tâm nhiệt tình .",0,10476
"tuyệt vời , thầy rất tận tâm , đến giờ rất đúng chính xác đên từng phút , giảng bài rất kỹ , khi sinh viên nhờ thầy giảng lại thầy sẵn sàng giảng và giúp đỡ tận tình .",2,10477
cần phân bổ số lượng bài tập phù hợp với nội dung lý thuyết .,0,10478
"cuối kỳ , không cần ôn tập vẫn có thể nhớ rất nhiều kiến thức .",2,10479
"thầy dạy rất kỹ , chú trọng từng chi tiết .",2,10480
sinh viên có thể hiểu bài và áp dụng vào bài tập .,2,10481
"trên lớp cô dạy kỹ lưỡng , giảng bài dễ hiểu .",2,10482
không đồng ý với việc thi lập trình trên giấy .,0,10483
thầy gần gũi với học sinh .,2,10484
nên cập nhật những nội dung mới vào môn học .,0,10485
"thầy dạy nhiệt tình , giọng nói hay cuốn hút .",2,10486
tận tâm !,2,10487
"giảng viên thường xuyên khích lệ sinh viên cố gắng trau dồi , cải thiện nhiều kỹ năng cần thiết .",2,10488
giảng viên giảng bài khó hiểu nên sinh viên tự học là chính .,0,10489
"thầy nói nhiều , làm việc hơi thiếu chuyên nghiệp , cho học quá nhiều quá lâu dưới trời nắng nóng , tập luyện quá sức , mong thầy giảm bớt thời lượng học lại ạ .",0,10490
"thầy rất sôi nổi trong giảng dạy , em rất thích phong cách dạy của thầy .",2,10491
"không hài lòng , dạy cái gì cũng sơ sài , sinh viên hỏi sâu vô thì không biết , lảng tránh vấn đề .",0,10492
"không đảm bào giờ học trên lớp , sinh viên hỏi trả lời không thỏa mãn theo yêu cầu .",0,10493
em không hài với phương pháp dạy của thầy .,0,10494
cần thêm code demo hướng dẫn phương pháp .,0,10495
sinh viên hoàn toàn tự học .,2,10496
quá mất thời gian cho những buổi thực hành đầu tiên .,0,10497
giảng viên cần bồi bổ thêm sức khỏe colonsmile .,0,10498
"dạy hay , hiệu quả .",2,10499
đôi khi diễn đạt khó hiểu .,0,10500
thầy có khả năng truyền đạt kiến thức tốt .,2,10501
"giáo viên dạy rất hay , tâm huyết .",2,10502
có demo trên máy tính khi giảng dạy giúp sinh viên dễ hiểu .,2,10503
"giảng khó hiểu , không có tâm .",0,10504
"giáo viên giảng dạy không hề dễ hiểu , không truyền đạt được kiến thức .",0,10505
cho bài tập mỗi tuần .,1,10506
một số giáo viên lướt bài qua nhanh và có những phần chưa học tới .,0,10507
thầy dạy nhiệt huyết và truyền đạt tất cả những gì thầy biết .,2,10508
"tích cực , nhiệt tình giảng dạy .",2,10509
hơi khó hiểu ạ .,0,10510
thêm thời lượng môn học .,0,10511
thầy wzjwz247 đôi lúc nhìn hơi bị bí hiểm em cảm thấy sợ vì điều này .,0,10512
thầy vui tính và nhiệt tình .,2,10513
cách dạy hơi nhanh .,0,10514
khả năng nói tiếng anh tốt .,2,10515
"thầy dạy rất hay , nhiệt tình và dễ hiểu .",2,10516
giảng viên rất gần gũi và giúp đỡ sinh viên .,2,10517
"cần giảng kỹ hơn phần lý thuyết , đi sâu chậm hơn một chút .",0,10518
kiến thức còn kỳ kỳ .,0,10519
sắp xếp thời gian nghĩ và dạy bù tốt .,2,10520
cô dạy hơi nhanh về ngữ pháp .,0,10521
"bởi học kỳ này tiết học thực hành của môn học bị trễ nhiều tuần , giảng viên thực hành phải đắp giờ học bù và bài tập nhiều hơn dự kiến .",0,10522
thầy wzjwz313 dạy rất nhiệt tình còn thầy wzjwz314 chưa giảng giải kỹ lắm và một số thao tác của thầy wzjwz314 còn hơi nâng cao với tụi em .,0,10523
"cô dạy hơi khó hiểu , dạy nhanh .",0,10524
"thầy rất nhiệt tình nhưng nhiều lúc giải bài tập hơi nhanh , đối với em thấy vậy .",0,10525
"tiết học vui nhộn , thú vị tạo cảm giác thoải mái khi học tập .",2,10526
nên thống nhất hình thức thi thực hành của môn học .,0,10527
"tiết học thiếu không khí vui tươi , nhiệt tình từ sinh viên .",0,10528
"dễ hiểu , dễ tiếp thu .",2,10529
em mong muốn sẽ cho sinh viên được thực hành nhiều hơn để có thể áp dụng những kiến thức trong học tập vào đời sống hằng ngày .,0,10530
"giảng dạy tỉ mỉ , tận tình .",2,10531
"mong khi lên lớp thầy tập trung vào môn học hơn , không đưa ra những ví dụ lạc đề và những chuyện không liên quan trong giờ học .",0,10532
"rất chăm lo cho sinh viên , nhiệt tình .",2,10533
"cần có các phần mềm , thiết bị mô phỏng những bài lý thuyết đã học để sinh viên có được một cái nhìn trực quan , sinh động và dễ hiểu hơn .",0,10534
thầy cứ mặc định học sinh thông minh .,0,10535
nâng cao cơ sở vật chất .,0,10536
lý thuyết đi nhanh làm tụi em hiểu bài dựa trên ví dụ .,0,10537
cách tính điểm chưa công bằng cho các thành viên trong nhóm đồ án .,0,10538
"vì phòng học lớn , chất lượng không hiệu quả .",2,10539
thà sinh viên ở nhà tự thực hành vui hơn .,0,10540
"khó tiếp thu , trình bày quá nhanh không kịp nghe .",0,10541
cô wzjwz45 dạy hay !,2,10542
nên tăng thêm nguồn tài liệu cho sinh viên tiếp cận .,0,10543
chỉ giải đáp thắc mắc cho một bạn mà không nói cho các bạn xung quanh biết về thắc mắc đó .,2,10544
biết thêm nhiều thông tin bổ ích .,2,10545
nâng cao chất lượng cơ sở vật chất .,0,10546
"em có phản ánh thế này doubledot thực hành là học cách tuần , trong khi đó thì bài thực hành mỗi tuần mỗi khác .",0,10547
lịch học bù đôi khi cập nhật trễ .,0,10548
"truyền đạt chưa mạch lạc , rõ ràng , đôi khi còn nhầm lẫn .",0,10549
"giảng viên lý thuyết giảng bài không được hay , dễ gây buồn ngủ , không có gì đặc biệt ngoài việc chỉ toàn đọc lý thuyết từ trong slide ra .",0,10550
giảng dạy hơi nhanh .,0,10551
nâng cao chất lượng phòng học và các trang thiết bị hỗ trợ .,0,10552
"đôi khi còn khô cứng , hay giảng dạy thuật toán qua code .",0,10553
dễ gây buồn ngủ .,0,10554
"rất tận tâm và nhiệt tình trong công việc giảng dạy , em rất ấn tượng với cô .",2,10555
em nghĩ nên có giờ giao tiếp bằng tiếng anh riêng cho sinh viên để cải thiện được khả năng giao tiếp của sinh viên .,0,10556
"em không hài lòng về thời gian lên lớp đúng giờ của thầy , sau đợt học quân đội mấy tuần liền sinh viên bọn em tới học rồi chờ hơn 1 tiếng rồi về .",0,10557
"thầy giảng bài rất chi tiết , rất tận tâm !",2,10558
"cô xinh , dạy có tâm , thương học sinh .",2,10559
có thể hai thầy chưa nhất quán được nội dung phần thực hành .,0,10560
thầy trẻ mới ra trường nên rất nhiệt tình .,2,10561
thầy dạy nhiệt tình có nhiều tiết bài tập cho sinh viên .,2,10562
"cách dạy rất buồn ngủ , không tạo được hung thú cho sinh viên .",0,10563
"nên khuyến khích mấy môn khác đều như môn này , thầy có đọc được ý kiến này thì thầy nói mấy thầy trong khoa cứ cho đồ án sinh viên làm , khỏi làm mấy bài lab chi cả , chán òm mà có hiểu được gì đâu .",0,10564
"nhưng đổi lại khi được học với thầy thì lại là cảm giác khác , áp lực , thiếu tự tin , mệt mỏi , sau mỗi buổi học là một cơn đau đầu kéo dài .",0,10565
dạy khá là nhiệt tình .,2,10566
"rồi trong thời gian sinh viên báo cáo thì không lắng nghe và góp ý , mà hỏi những câu ví dụ như doubledot "" chỉ có vậy thôi hả ? còn gì nữa không ? dotdotdot "" .",0,10567
thầy dạy hay kêu sinh viên uống bia !,0,10568
"nói khó nghe , diễn đạt khó hiểu .",0,10569
giảng viên cần chú ý nhiều vào phân bổ thời lượng giảng dạy .,0,10570
"phòng thực hành có rất nhiều máy bị hư hỏng , chúng em không thể sử dụng chuột được , visual thì phiên bản cũ quá , không còn phù hợp cho học tập nữa .",0,10571
thầy đọc slide nhiều hơn là giảng .,0,10572
giáo viên thường xuyên luyện kỹ năng nghe và nói .,2,10573
lo lắng cho học sinh .,2,10574
giáo viên cho xem các bộ phim tiếng anh giúp trau dồi kỹ năng nghe rất hữu ích .,2,10575
"chất lượng môn học khá tốt , giảng viên truyền đạt cho sinh viên nhiều kỹ năng có ích , phòng máy đảm bảo về số lượng máy cho sinh viên .",2,10576
"thầy dạy hay , dễ hiễu .",2,10577
"giảng dạy tận tình , đầy nhiệt huyết .",2,10578
tài liệu chính thức của trường chưa có .,0,10579
cần cung cấp nhiều tài liệu .,0,10580
giảng viên vui tính .,2,10581
thầy rất quan tâm đến sinh viên .,2,10582
"giảng dễ hiểu , nội dung đầy đủ .",2,10583
"thầy quá thụ động , ít ra là người thầy phải năng động chứ .",0,10584
chú tâm đến sinh viên .,2,10585
"cô dễ thương , dạy dễ hiểu , nhiệt tình với học sinh .",2,10586
đã rất tốt .,2,10587
"thầy dạy khá hay và dễ hiểu , em rất hài lòng về môn học do thầy wzjwz115 dạy , em xin cảm ơn .",2,10588
số lượng sinh viên nên giảm xuống khoảng 10 người fraction lớp .,0,10589
giọng nói nhỏ nhưng giảng viên không chịu sử dụng micro làm khó nghe hơn .,0,10590
"thầy giáo thân thiện , giảng dạy nhiệt tình , khá dễ hiểu .",2,10591
nói quá nhanh !,0,10592
"giảng hay , giảng viên vui tính , nhiệt tình .",2,10593
đồ án lập trình cần giao ngay đầu học kỳ để sinh viên có thể sắp xếp đầu tư .,0,10594
"giảng viên thoải mái , giảng dạy tận tâm .",2,10595
giảng bài vài giải bài quá nhanh .,0,10596
nghỉ học quá nhiều .,0,10597
không được luyện tập nhiều về các kỹ năng .,0,10598
"giảng viên gợi ý , định hướng cho sinh viên từ đồ án chuyên ngành đến khoá luận tốt nghiệp .",2,10599
chưa tương tác tốt với sinh viên qua e-mail .,0,10600
"rất nhiệt tình vì học sinh , giảng dạy rất hay và hiệu quả .",2,10601
ít nhiệt tình trong việc hỗ trợ sinh viên làm đồ án .,0,10602
cô thường xuyên lên lớp muộn khiến học sinh phải đợi cô .,0,10603
triệu like cho thầy !,2,10604
"lên lớp trễ , nghỉ không thấy thông báo .",0,10605
"để cải tiến chất lượng môn học , em hi vọng nhà trường tăng thời lượng cho môn này , vì thực sự môn này còn nhiều vấn đề nhưng không đủ thời gian để dạy .",0,10606
đề nghị thầy đừng nghỉ nhiều quá mất bài của chúng em .,0,10607
"bài tập đa dạng , mức độ khó dễ khác nhau .",2,10608
thầy chỉ hướng dẫn cách làm bài mặc dù sinh viên không hiểu bản chất của vấn đề .,0,10609
số lượng buổi học hơi ít so với nội dung thực hành .,0,10610
thầy dạy chán chưa thu hút học sinh .,0,10611
thu hút sinh viên .,2,10612
"trình độ chuyên môn cao , quan tâm nhiều đến sinh viên .",2,10613
cung cấp đủ tài liệu để sinh viên tự nghiên cứu .,2,10614
"thầy giáo sôi nổi truyền đạt kiến thức tốt , gần gũi với học sinh , vui vẻ .",2,10615
"cô sẵn sàng giải đáp mọi thắc mắc nhanh nhất có thể , luôn tìm hiểu kỹ nội dung để có thể dạy tốt nhất .",2,10616
"em thấy bất cập là khi giải bài trên bảng ở giảng đường 1 , khoảng cách thì xa trong khi chữ viết của sinh viên lại rất mờ và nhỏ , khó có thể thấy rõ .",0,10617
"dạy dễ hiểu , học sinh tiếp thu tốt .",2,10618
tận tình của giáo viên .,2,10619
bài tập về nhà mức hơi khó .,0,10620
cần giáo trình và bài tập .,0,10621
chu đáo nhiệt tình .,2,10622
thái độ giảng dạy của giáo viên khá tốt .,2,10623
mọi thứ .,1,10624
thầy dạy chủ yếu chứng minh công thức có sẵn nên hay mất thời gian và không đưa ra trọng tâm cho sinh viên học !,0,10625
không đảm bảo giờ giấc lên lớp .,0,10626
"giảng viên nhiệt tình , tận tâm với công việc .",2,10627
nên cung cấp cho sinh viên nhiều kiến thức thực tế qua các bài tập và thực hành .,0,10628
"nhiệt tình dạy dễ hiểu , thân thiện hài hước .",2,10629
giảng viên dạy rất chi tiết và nhiệt tình dành nhiều thời gian giải thích thắc mắc cho sinh viên .,2,10630
"sau mỗi phần lý thuyết thầy đều cho bài tập , bài học trở nên rất dễ hiểu và tạo cơ hội cho sinh viên áp dụng những kiến thức vừa được học .",2,10631
cô dạy siêu dễ thương .,2,10632
em không hài lòng về cách dạy .,0,10633
"đặc biệt là khi kiểm tra nghe cuối kỳ , có thể ví von âm thanh với máy nổ .",0,10634
mong thầy càng giảng dạy tốt hơn cho đến sau này !,0,10635
thầy dạy khá nhanh và khá khó hiểu .,0,10636
"thầy wzjwz318 dễ thương , thân thiện với sinh viên , giảng bài dễ hiểu .",2,10637
khả năng truyền đạt tốt và hướng dẫn cụ thể cho sinh viên .,2,10638
cô có tâm huyết với nghề .,2,10639
thân thiện .,2,10640
vấn đề điểm kiểm tra cuối kỳ gây nhiều tranh cãi trong sinh viên .,0,10641
"các ví dụ về định nghĩa , giao thức , tổ chức mạng của thầy rất gần gũi và dễ hiểu .",2,10642
em hoàn toàn hài lòng về phương pháp giảng dạy của cô .,2,10643
điểm danh đủ các buổi để tạo công bằng cho sinh viên .,2,10644
"thầy giáo giảng dạy vui vẻ , áp dụng thực tế .",2,10645
thầy wzjwz63 đưa ra những đề tài rất hay .,2,10646
giờ thực hành được tăng cường nhiều hơn nữa .,0,10647
thầy rất đẹp trai colonsmile .,2,10648
thầy dạy rất nhiệt tình và tận tâm chỉ bảo sinh viên .,2,10649
"thầy dạy cũng được , có kể vài câu chuyện về kỹ năng sống .",2,10650
"giảng viên nhiệt tình , giảng giải lý thuyết rõ ràng .",2,10651
thầy wzjwz83 cần nâng cao sự am hiểu về môn học để phục vụ giảng dạy .,0,10652
"cho nghiên cứu nhiều đề tài khoa học hay , bổ ích .",2,10653
giáo viên dạy rất tốt !,2,10654
thực hành hình thức 2 giảng viên cần sử dụng thời gian của môn học có hiệu quả và ý nghĩa với học viên .,0,10655
cách này không phù hợp với môn học .,0,10656
hài lòng nhất là đúng giờ .,2,10657
phát âm tốt và sữa sai khi sinh viên phát âm hoặc viết sai ngữ pháp .,0,10658
nên dạy thực tế hơn một chút và máy chiếu nên rõ hơn .,0,10659
có sự thay đổi giảng viên trong quá trình học làm sinh viên không thích ứng kịp trong quá trình báo cáo làm các bài báo cáo trong thời gian đó nộp không đúng hạn bị trừ điểm .,0,10660
"đọc slide xong cũng hết giờ và coi như kiến thức đó đã được "" nạp "" .",0,10661
một số giảng viên khác nên có một số điều giống như cô .,2,10662
"giảng viên thường xuyên không đến lớp mà không thông báo nghỉ học , ảnh hưởng đến hoạt động học tập của sinh viên , vì vậy nhà trường nên nhắc nhở giảng viên về vấn đề này .",0,10663
"hướng dẫn tận tiện cho sinh viên về nghề nghiệp tương lai , truyền đạt tốt .",2,10664
"giảng viên nhiệt tình , có các hoạt động mang tính làm việc nhóm rất cao .",2,10665
"cô giảng nhiệt tình , không gây cảm giác áp lực hay cảm giác chán !",2,10666
tụi em cũng là người đóng học phí mà .,0,10667
làm nhiều bài tập .,0,10668
áp dụng .,1,10669
đồ án quá khó so với sức của sinh viên .,0,10670
"quá trình giảng dạy luôn lấy ví dụ từ thực tiễn , hài hước tạo nên hứng thú cho sinh viên !",2,10671
lớp này không phải wzjwz124 hướng dẫn thực hành .,0,10672
"cô dạy dễ hiểu , tận tình .",2,10673
môn này là môn em đi học nhiều nhất .,2,10674
cô dạy còn hơi nhanh nhưng tụi em vẫn hiểu .,1,10675
cách diễn đạt của thầy hay nhưng chưa tạo cảm giác hứng thứ với người nghe .,0,10676
thực ra em hiểu không nhiều thầy quá đi sâu vào lý thuyết .,0,10677
"điều quan trọng là rất chật mà lớp thì đông , làm thầy phải chia ca và có bạn phải làm bài tập ngoài hành lang sau đó mới vào nộp .",0,10678
"không ít bộ phận giảng viên dạy không đúng giờ , hoặc nghỉ dạy đột suất .",0,10679
chương trình học quá nhiều và nhiều phần không cần thiết .,0,10680
liên hệ thực tế đến các môn lập trình .,0,10681
"em cảm giác như môn vừa học là "" nhập môn lisp và prolog "" .",0,10682
giảng viên chưa phân chia nhóm thực hành hợp lý .,0,10683
cho điểm thấp .,0,10684
có cung cấp kiến thức liên quan nhiều hơn so với khi học lý thuyết .,2,10685
"giảng viên nhiệt tình , phương pháp dạy khá hay .",2,10686
bài tập còn khó so với lớp yếu tiếng anh .,0,10687
"đi dạy đúng giờ , dễ hiểu .",2,10688
cô dạy nhiệt tình hay liên hệ thêm thực tiễn .,2,10689
em chỉ có ý kiến là các trang thiết bị trong các phòng học anh văn như vậy là chưa đảm bảo .,0,10690
"tháng học 4 ngày , nghỉ 3 ngày , bù thì trùng lịch 1 lúc 3 môn bắt buộc nghỉ rớt môn .",0,10691
nên bổ sung phần lập trình socket ạ !,0,10692
đảm bảo thời gian .,1,10693
"thầy dạy rất có tâm , dễ hiểu .",2,10694
cho làm bài kiểm tra thử trước khi thi .,2,10695
thầy hiền .,2,10696
từ đó bọn em khó mà có được nhiều kiến thức về môn học này .,0,10697
cho cực kỳ nhiều bài và cực kỳ khó luôn .,0,10698
không quan tâm đến học sinh .,0,10699
"giáo viên dạy rất dễ tiếp thu , ngoài ra còn bổ sung kiến thức kiến anh .",2,10700
môn này nếu được thực hành nhiều sẽ đảm bảo chất lượng hơn các bạn sinh viên tự tìm tòi cũng được nhưng sẽ tốt hơn nếu có người hướng dẫn .,0,10701
"giảng viên dạy rất tốt , nhiệt tình , khả năng sư phạm cao .",2,10702
giảng viên đi trễ nhiều lần .,0,10703
"khả năng truyền đạt tốt , hay .",2,10704
"giảng viên giảng bài dễ hiểu , vui tính , nhiệt tình .",2,10705
đây liệu có phải là chuyên môn nghề nghiệp của ngành công nghệ thông tin chúng ta .,0,10706
mọi thứ thầy dạy rất mơ hồ .,0,10707
"giảng viên rất nhiệt tình , giảng dạy tốt , dễ hiểu .",2,10708
thầy luôn quan tâm đến các khó khăn mà sinh viên gặp phải và giúp đỡ sinh viên giải quyết tận tâm và nhiệt tình .,2,10709
"giáo viên vui tính , nhiệt tình .",2,10710
"giáo viên đến rất sớm , dạy nhiệt tình .",2,10711
"cô nhiệt tình , đáng yêu , cân nhắc học trò khi học trò còn thiếu hụt kỹ năng làm việc , cô còn dành thời gian nghỉ trưa để cho nhóm làm báo cáo bù .",2,10712
giảng viên nên tập trung vào các phần kỹ năng của sinh viên .,0,10713
"những bài lab cuối thầy cũng dễ tính hơn , sử dụng thời gian trên lớp hợp lý hơn .",2,10714
giúp cho sinh viên trao dồi thêm rất nhiều kỹ năng đặc biệt là kỹ năng làm việc nhóm .,2,10715
"cô dạy nhiệt tình , trả lời đầy đủ các câu hỏi .",2,10716
thầy điểm danh nhiều quá ạ colonsmile .,0,10717
"môn học nên có hình thức và báo cáo khác nhẹ hơn , vì đây là môn nhập môn .",0,10718
"thầy nóng tính , đối với sinh viên có thể lâu lâu đùa giỡn ( chấp nhận được ) để thoải mái dễ tiếp thu bài học những thầy không cho phép điều đó .",2,10719
đảm bảo giờ giấc .,2,10720
"tận tình , giảng bài dễ hiểu .",2,10721
thầy giảng bài rất nhiệt tình và quan tâm đến sinh viên .,2,10722
cô nên cập nhật lại kiến thức mới nhất trong slide bài giảng .,0,10723
thầy giảng dạy rất nhiệt tình và cách giảng dạy rất dễ hiểu .,2,10724
"thầy rất nhiệt tình , hòa đồng với sinh viên .",2,10725
đã hoàn hảo .,2,10726
cần thầy công bố điểm các bài kiểm tra sớm hơn nữa .,0,10727
giáo viên truyền đạt kiến thức tốt .,2,10728
cần những giờ học sôi động hơn không học thuật quá nhiều .,0,10729
không có ạ !,1,10730
quan tâm tận tình đến sinh viên .,2,10731
"thầy dạy tốt , dễ hiểu .",2,10732
đề làm thực hành thực sự chỉ dễ cho giảng viên .,0,10733
"thầy trẻ , phong cách giảng dạy có phần cởi mở hơn .",2,10734
em xin cảm ơn những buổi học quý báu của thầy .,2,10735
"phần giảng về phần lý thuyết rất kỹ , bài tập cũng hay .",2,10736
"dạy tốt , truyền đạt hay .",2,10737
cần giảm tải số lượng bài học trong mỗi tiết học .,0,10738
sử dụng thời gian học không hiệu quả .,0,10739
thầy dạy hay vui và ví dụ chi tiết .,2,10740
dạy cực kỳ đúng giờ !,2,10741
"chấm điểm đồ án không thực sự tỉ mỉ , chưa có tính chính xác đối với những trường hợp không hề hiểu code mà vẫn có điểm .",0,10742
"thưa , em rất hài lòng về các buổi học và sự hài hước của thầy .",2,10743
nhiệt tình giảng dạy truyền đạt kiến thức .,2,10744
"giảng viên dạy nhiệt tình , tận tâm .",2,10745
"có thể cho nhiều bài tập , và có giờ sửa chữa bài tập trên lớp riêng .",0,10746
hẹn gặp lại cô sau 2 học kỳ nữa .,2,10747
giảng viên truyền đạt dài dòng .,0,10748
hi vọng giảng viên đưa ra những ví dụ cụ thể để sinh viên nắm được những điều cơ bản trước khi giải bài tập .,0,10749
giáo viên phân bố thời gian dạy không rõ ràng .,0,10750
thầy ít cho bài tập .,0,10751
cần nhắc lại kiến thức cơ bản trước khi bước vào bài giảng mới .,0,10752
"tận tâm , đi đúng giờ , dạy dễ hiểu .",2,10753
"giảng viên vui vẻ , nhiệt tình , dạy dễ hiểu .",2,10754
thầy không post bài giảng lên website môn học .,0,10755
thời gian giải bài tập với sinh viên chưa nhiều .,0,10756
"giảng viên tận tâm , nhiệt tình , vui vẻ , giảng hay , lôi cuốn .",2,10757
"giảng viên dạy nhanh , đôi khi không bắt kịp bài .",0,10758
"thầy dạy quá nhanh , dồn kiến thức quá nhiều , phương pháp giảng chưa hợp lý .",0,10759
giảng viên cần nhiệt tình và tích cực hơn nữa trong khi truyền đạt tới sinh viên .,0,10760
"giọng cô dễ nghe , giảng bài dễ hiểu .",2,10761
cô rất vui vẻ khi dạy trên lớp .,2,10762
tạo động cơ học tập lâu dài .,2,10763
"cần thêm nhiều thông tin , tài liệu về môn học .",0,10764
giảng viên nhiệt tình giúp đỡ sinh viên học tập .,2,10765
có nhiều ví dụ hay .,2,10766
thầy nên cho phân nhóm làm bài tập về nhà .,0,10767
"đề thi quá chú trọng vào từ vựng , ngữ pháp .",0,10768
thầy có đăng bài tập lên hệ thống môn học .,2,10769
"cô rất chu chu đáo , tận tình , giảng bài hay , truyền đạt được mọi kiến thức .",2,10770
"cô hiền , quan tâm nhiều đến lớp .",2,10771
cần đa dạng hóa bài tập hơn .,0,10772
nhưng bài tập hơi khó .,0,10773
"giáo viên của lớp thường xuyên thay đổi , không đồng nhất , nhiều hôm nghỉ học không thông báo trước .",0,10774
biết về các công cụ quản lý cấu hình và quản lý dự án theo agile .,1,10775
phần thực hành ít có liên quan đến phần lý thuyết .,0,10776
"cô dạy chưa tập trung dạy thực hành cho sinh viên , không giảng giải nội dung thực hành .",0,10777
mong thầy có thể hướng dẫn thêm khi làm project .,0,10778
"thầy giảng bài rất kỹ , sát vào vấn đề và dễ hiểu .",2,10779
không có sự đồng bộ giữa giảng viên thực hành và giảng viên lý thuyết .,0,10780
chưa gây được hứng thú trong quá trình học .,0,10781
slide cô chuẩn bị rất hay lý thuyết rất chi tiết .,2,10782
cô hay yêu cầu học sinh phải làm bài tập đầy đủ .,2,10783
giáo viện rất nhiệt tình với sinh viên .,2,10784
phòng học khác phải có màn che .,0,10785
tận tình với học sinh !,2,10786
không sửa bài chi tiết vì nghĩ nó dễ so với học sinh .,0,10787
hoặc không phân nhóm nhưng vẫn nên cho đề tài để sinh viên tìm hiểu .,0,10788
cô giảng dạy tận tâm và cho nhiều bài tập và lời giải chi tiết .,2,10789
không có đủ ổ cắm điện sử dụng .,0,10790
"thầy dạy tận tâm , nhiệt tình , vui vẻ , thân thiện với sinh viên .",2,10791
giảng viên nên cho sinh viên làm bài tập nhiều lên .,0,10792
có thể chưa phù hợp nhưng ý kiến cá nhân của em là doubledot nên thực hành theo phương thức 2 để có thể ứng dụng các lý thuyết được học trên lớp lên các thiết bị thật .,0,10793
"vote cô , cô dạy hay , cho điểm cao .",2,10794
rất hiểu tâm lý các bạn sinh viên ngoài ra còn có những giờ học thật sự thú vị .,2,10795
"cô là một giảng viên vô cùng tâm huyết , tận tâm và thương sinh viên .",2,10796
thường xuyên nghỉ không thông báo trước và đi trễ .,0,10797
"dạy kỹ , dạy nhiệt tình .",2,10798
"phòng máy chất lượng còn thấp , cấu hình yếu và bị nhiễm virus , một số kit không nhận driver hoặc bị hư , thiếu kit và phòng thực hành còn nhỏ .",0,10799
lớp trưởng quản lý 19 - 20 nhóm trong lớp đòi hỏi lớp trưởng phải có kiến thức tốt và trách nhiệm .,0,10800
"thầy dạy hay , kiến thức dồi dào .",2,10801
"bài tập thực hành đa đạng , dễ hiểu .",2,10802
thầy đến lớp rất đúng giờ và cho sinh viên ra về cũng rất hợp lý .,2,10803
nhiệt tình chỉ dạy cho sinh viên .,2,10804
cho thi giữa kỳ .,1,10805
tuần sau khi sinh viên ý kiến lên phòng công tác sinh viên mới có giảng viên khác đến thay thế .,0,10806
phục vụ ở mảng nào cho công việc sau này !,1,10807
giảng viên cho làm nhiều bài tập liên quan đến bài học .,2,10808
"sự tận tâm của thầy , các ví dụ đơn giản , dễ hiểu .",2,10809
"cô dạy rất nhiệt tình , rất hài lòng về cô .",2,10810
tôi không có ý kiến .,1,10811
dạy một lúc quá nhiều bài .,0,10812
kỹ năng tự học được thầy đưa lên tối đa .,2,10813
"thầy dạy dễ hiểu , tận tâm .",2,10814
thầy trình bày ví dụ và câu chuyện thực tế .,2,10815
"nhiệt tình , phương thức truyền đạt dễ hiểu .",2,10816
nên thay hình thức này bằng hình thức khác .,0,10817
cô rất tốt .,2,10818
"giảm tải bớt lý thuyết và nên đưa các ví dụ thực tiễn vào nội dung giảng dạy giúp sinh viên định hướng được nội dung , mục đích và cách áp dụng môn học vào nghề nghiệp sau khi ra trường .",0,10819
"thầy dạy nhiệt tình , cung cấp nhiều kiến thức dễ hiểu , thầy dạy dễ hiểu , sôi nổi .",2,10820
cuối cùng chúc cô wzjwz2 có năm mới hạnh phúc !,2,10821
thầy dạy hay và quá dễ hiểu .,2,10822
"cách giảng dạy dễ hiểu , nội dụng phù hợp thực tại .",2,10823
"có các ví dụ bài tập hay , hiệu quả .",2,10824
thang điểm kiểm tra bài thực hành dễ gây ức chế .,2,10825
thầy dạy hay nhiệt tình phương pháp tiếp cận kiến thức tốt .,2,10826
mong thầy sắp xếp giữa việc giảng dạy và công việc cá nhân .,0,10827
chuyện gì dễ thì cô dễ mà chuyện gì khó thì cô khó .,2,10828
tăng cường thời lượng giải bài tập .,0,10829
em thấy cô dạy nhiệt tình .,2,10830
